OperationType,StartTime,EndTime,Duration(ms)
Put,2024-12-11 02:26:21.866622177 +0000 UTC m=+23.771513762,2024-12-11 02:26:21.916838885 +0000 UTC m=+23.821730428,50
Put,2024-12-11 02:26:21.851529177 +0000 UTC m=+23.756420762,2024-12-11 02:26:21.919518635 +0000 UTC m=+23.824410178,67
Put,2024-12-11 02:26:21.863655594 +0000 UTC m=+23.768547137,2024-12-11 02:26:21.923444302 +0000 UTC m=+23.828335887,59
Put,2024-12-11 02:26:21.872288385 +0000 UTC m=+23.777179928,2024-12-11 02:26:21.926902885 +0000 UTC m=+23.831794428,54
Put,2024-12-11 02:26:21.873470469 +0000 UTC m=+23.778362012,2024-12-11 02:26:21.933268344 +0000 UTC m=+23.838159928,59
Put,2024-12-11 02:26:21.878092844 +0000 UTC m=+23.782984428,2024-12-11 02:26:21.948418969 +0000 UTC m=+23.853310553,70
Put,2024-12-11 02:26:21.92344776 +0000 UTC m=+23.828339345,2024-12-11 02:26:21.969448177 +0000 UTC m=+23.874339762,46
Put,2024-12-11 02:26:21.926906427 +0000 UTC m=+23.831797970,2024-12-11 02:26:21.992429969 +0000 UTC m=+23.897321553,65
Put,2024-12-11 02:26:21.919521552 +0000 UTC m=+23.824413095,2024-12-11 02:26:21.993756177 +0000 UTC m=+23.898647762,74
Put,2024-12-11 02:26:21.916843469 +0000 UTC m=+23.821735053,2024-12-11 02:26:21.998267385 +0000 UTC m=+23.903158928,81
Put,2024-12-11 02:26:21.933273094 +0000 UTC m=+23.838164678,2024-12-11 02:26:21.999496677 +0000 UTC m=+23.904388220,66
Put,2024-12-11 02:26:21.969452427 +0000 UTC m=+23.874344012,2024-12-11 02:26:22.010466011 +0000 UTC m=+23.915357595,41
Get,2024-12-11 02:26:21.948422969 +0000 UTC m=+23.853314512,2024-12-11 02:26:22.021523969 +0000 UTC m=+23.926415554,73
Put,2024-12-11 02:26:21.999498594 +0000 UTC m=+23.904390178,2024-12-11 02:26:22.065115386 +0000 UTC m=+23.970006970,65
Put,2024-12-11 02:26:21.998270635 +0000 UTC m=+23.903162220,2024-12-11 02:26:22.066229219 +0000 UTC m=+23.971120804,67
Get,2024-12-11 02:26:21.993759552 +0000 UTC m=+23.898651095,2024-12-11 02:26:22.070534927 +0000 UTC m=+23.975426512,76
Put,2024-12-11 02:26:21.992435552 +0000 UTC m=+23.897327137,2024-12-11 02:26:22.070852177 +0000 UTC m=+23.975743720,78
Put,2024-12-11 02:26:22.010471261 +0000 UTC m=+23.915362845,2024-12-11 02:26:22.076088719 +0000 UTC m=+23.980980262,65
Put,2024-12-11 02:26:22.021527636 +0000 UTC m=+23.926419179,2024-12-11 02:26:22.079279094 +0000 UTC m=+23.984170679,57
Put,2024-12-11 02:26:22.065120886 +0000 UTC m=+23.970012429,2024-12-11 02:26:22.130627177 +0000 UTC m=+24.035518762,65
Put,2024-12-11 02:26:22.066233094 +0000 UTC m=+23.971124679,2024-12-11 02:26:22.134789677 +0000 UTC m=+24.039681262,68
Put,2024-12-11 02:26:22.076205844 +0000 UTC m=+23.981097512,2024-12-11 02:26:22.143964469 +0000 UTC m=+24.048856012,67
Put,2024-12-11 02:26:22.070854844 +0000 UTC m=+23.975746429,2024-12-11 02:26:22.147593969 +0000 UTC m=+24.052485554,76
Put,2024-12-11 02:26:22.070547219 +0000 UTC m=+23.975438804,2024-12-11 02:26:22.150602094 +0000 UTC m=+24.055493679,80
Put,2024-12-11 02:26:22.079282094 +0000 UTC m=+23.984173679,2024-12-11 02:26:22.154811886 +0000 UTC m=+24.059703470,75
Put,2024-12-11 02:26:22.134794719 +0000 UTC m=+24.039686304,2024-12-11 02:26:22.200952386 +0000 UTC m=+24.105843929,66
Get,2024-12-11 02:26:22.130633511 +0000 UTC m=+24.035525054,2024-12-11 02:26:22.206285636 +0000 UTC m=+24.111177220,75
Put,2024-12-11 02:26:22.147598261 +0000 UTC m=+24.052489804,2024-12-11 02:26:22.222698219 +0000 UTC m=+24.127589804,75
Get,2024-12-11 02:26:22.143970052 +0000 UTC m=+24.048861595,2024-12-11 02:26:22.228527052 +0000 UTC m=+24.133418637,84
Get,2024-12-11 02:26:22.154816886 +0000 UTC m=+24.059708470,2024-12-11 02:26:22.228838386 +0000 UTC m=+24.133729929,74
Put,2024-12-11 02:26:22.150604969 +0000 UTC m=+24.055496512,2024-12-11 02:26:22.232158427 +0000 UTC m=+24.137050012,81
Put,2024-12-11 02:26:22.200958344 +0000 UTC m=+24.105849887,2024-12-11 02:26:22.261425594 +0000 UTC m=+24.166317179,60
Put,2024-12-11 02:26:22.206291719 +0000 UTC m=+24.111183262,2024-12-11 02:26:22.262755386 +0000 UTC m=+24.167646970,56
Put,2024-12-11 02:26:22.222705844 +0000 UTC m=+24.127597429,2024-12-11 02:26:22.280200844 +0000 UTC m=+24.185092429,57
Get,2024-12-11 02:26:22.228532011 +0000 UTC m=+24.133423595,2024-12-11 02:26:22.285309677 +0000 UTC m=+24.190201262,56
Put,2024-12-11 02:26:22.228841261 +0000 UTC m=+24.133732845,2024-12-11 02:26:22.292087552 +0000 UTC m=+24.196979095,63
Get,2024-12-11 02:26:22.232161136 +0000 UTC m=+24.137052679,2024-12-11 02:26:22.302841219 +0000 UTC m=+24.207732762,70
Put,2024-12-11 02:26:22.261432427 +0000 UTC m=+24.166324012,2024-12-11 02:26:22.335476927 +0000 UTC m=+24.240368512,74
Put,2024-12-11 02:26:22.262759261 +0000 UTC m=+24.167650845,2024-12-11 02:26:22.339343844 +0000 UTC m=+24.244235429,76
Put,2024-12-11 02:26:22.280206886 +0000 UTC m=+24.185098470,2024-12-11 02:26:22.348384927 +0000 UTC m=+24.253276470,68
Put,2024-12-11 02:26:22.285312844 +0000 UTC m=+24.190204429,2024-12-11 02:26:22.358490094 +0000 UTC m=+24.263381679,73
Put,2024-12-11 02:26:22.292092927 +0000 UTC m=+24.196984512,2024-12-11 02:26:22.359697511 +0000 UTC m=+24.264589054,67
Get,2024-12-11 02:26:22.302845136 +0000 UTC m=+24.207736720,2024-12-11 02:26:22.376452552 +0000 UTC m=+24.281344137,73
Put,2024-12-11 02:26:22.335484177 +0000 UTC m=+24.240375720,2024-12-11 02:26:22.400452969 +0000 UTC m=+24.305344512,64
Get,2024-12-11 02:26:22.339348219 +0000 UTC m=+24.244239762,2024-12-11 02:26:22.415441302 +0000 UTC m=+24.320332887,76
Put,2024-12-11 02:26:22.348388719 +0000 UTC m=+24.253280304,2024-12-11 02:26:22.420262177 +0000 UTC m=+24.325153762,71
Put,2024-12-11 02:26:22.359700761 +0000 UTC m=+24.264592345,2024-12-11 02:26:22.423374094 +0000 UTC m=+24.328265679,63
Get,2024-12-11 02:26:22.358510677 +0000 UTC m=+24.263402262,2024-12-11 02:26:22.423523594 +0000 UTC m=+24.328415137,65
Get,2024-12-11 02:26:22.376457511 +0000 UTC m=+24.281349095,2024-12-11 02:26:22.436578052 +0000 UTC m=+24.341469595,60
Put,2024-12-11 02:26:22.400458261 +0000 UTC m=+24.305349845,2024-12-11 02:26:22.452271927 +0000 UTC m=+24.357163512,51
Put,2024-12-11 02:26:22.420266469 +0000 UTC m=+24.325158054,2024-12-11 02:26:22.489543136 +0000 UTC m=+24.394434720,69
Put,2024-12-11 02:26:22.423378636 +0000 UTC m=+24.328270220,2024-12-11 02:26:22.491456594 +0000 UTC m=+24.396348179,68
Put,2024-12-11 02:26:22.436581469 +0000 UTC m=+24.341473054,2024-12-11 02:26:22.499482302 +0000 UTC m=+24.404373845,62
Put,2024-12-11 02:26:22.423525094 +0000 UTC m=+24.328416679,2024-12-11 02:26:22.499509636 +0000 UTC m=+24.404401220,75
Put,2024-12-11 02:26:22.415445844 +0000 UTC m=+24.320337429,2024-12-11 02:26:22.499573177 +0000 UTC m=+24.404464720,84
Put,2024-12-11 02:26:22.452275802 +0000 UTC m=+24.357167345,2024-12-11 02:26:22.509573386 +0000 UTC m=+24.414464929,57
Put,2024-12-11 02:26:22.491552677 +0000 UTC m=+24.396444304,2024-12-11 02:26:22.533465011 +0000 UTC m=+24.438356554,41
Get,2024-12-11 02:26:22.489548719 +0000 UTC m=+24.394440304,2024-12-11 02:26:22.538255052 +0000 UTC m=+24.443146637,48
Put,2024-12-11 02:26:22.499575636 +0000 UTC m=+24.404467220,2024-12-11 02:26:22.561405844 +0000 UTC m=+24.466297387,61
Put,2024-12-11 02:26:22.499486011 +0000 UTC m=+24.404377595,2024-12-11 02:26:22.563575636 +0000 UTC m=+24.468467179,64
Put,2024-12-11 02:26:22.499511344 +0000 UTC m=+24.404402929,2024-12-11 02:26:22.568287552 +0000 UTC m=+24.473179137,68
Put,2024-12-11 02:26:22.509578427 +0000 UTC m=+24.414470012,2024-12-11 02:26:22.574227969 +0000 UTC m=+24.479119554,64
Put,2024-12-11 02:26:22.533563052 +0000 UTC m=+24.438454595,2024-12-11 02:26:22.594898927 +0000 UTC m=+24.499790512,61
Put,2024-12-11 02:26:22.538259594 +0000 UTC m=+24.443151137,2024-12-11 02:26:22.615491761 +0000 UTC m=+24.520383345,77
Put,2024-12-11 02:26:22.561410552 +0000 UTC m=+24.466302137,2024-12-11 02:26:22.623535427 +0000 UTC m=+24.528427012,62
Get,2024-12-11 02:26:22.563579969 +0000 UTC m=+24.468471512,2024-12-11 02:26:22.634065927 +0000 UTC m=+24.538957512,70
Put,2024-12-11 02:26:22.574232094 +0000 UTC m=+24.479123679,2024-12-11 02:26:22.636511594 +0000 UTC m=+24.541403179,62
Put,2024-12-11 02:26:22.568290927 +0000 UTC m=+24.473182512,2024-12-11 02:26:22.637264761 +0000 UTC m=+24.542156304,68
Put,2024-12-11 02:26:22.594904011 +0000 UTC m=+24.499795595,2024-12-11 02:26:22.643431844 +0000 UTC m=+24.548323429,48
Put,2024-12-11 02:26:22.615495969 +0000 UTC m=+24.520387554,2024-12-11 02:26:22.661237761 +0000 UTC m=+24.566131595,45
Put,2024-12-11 02:26:22.623540844 +0000 UTC m=+24.528432429,2024-12-11 02:26:22.689499927 +0000 UTC m=+24.594391512,65
Put,2024-12-11 02:26:22.636516802 +0000 UTC m=+24.541408387,2024-12-11 02:26:22.702550302 +0000 UTC m=+24.607441845,66
Put,2024-12-11 02:26:22.634070011 +0000 UTC m=+24.538961595,2024-12-11 02:26:22.706635261 +0000 UTC m=+24.611526804,72
Put,2024-12-11 02:26:22.637267094 +0000 UTC m=+24.542158637,2024-12-11 02:26:22.710419219 +0000 UTC m=+24.615310804,73
Put,2024-12-11 02:26:22.643435011 +0000 UTC m=+24.548326554,2024-12-11 02:26:22.712840428 +0000 UTC m=+24.617731971,69
Get,2024-12-11 02:26:22.661244886 +0000 UTC m=+24.566136429,2024-12-11 02:26:22.717388553 +0000 UTC m=+24.622280137,56
Get,2024-12-11 02:26:22.689622011 +0000 UTC m=+24.594513554,2024-12-11 02:26:22.742762136 +0000 UTC m=+24.647653721,53
Put,2024-12-11 02:26:22.702555052 +0000 UTC m=+24.607446595,2024-12-11 02:26:22.755906553 +0000 UTC m=+24.660798096,53
Get,2024-12-11 02:26:22.706638927 +0000 UTC m=+24.611530470,2024-12-11 02:26:22.763462761 +0000 UTC m=+24.668354304,56
Put,2024-12-11 02:26:22.710422803 +0000 UTC m=+24.615314346,2024-12-11 02:26:22.768432803 +0000 UTC m=+24.673324387,58
Put,2024-12-11 02:26:22.712842928 +0000 UTC m=+24.617734471,2024-12-11 02:26:22.771499761 +0000 UTC m=+24.676391346,58
Put,2024-12-11 02:26:22.717391428 +0000 UTC m=+24.622282971,2024-12-11 02:26:22.783888386 +0000 UTC m=+24.688779971,66
Get,2024-12-11 02:26:22.742767303 +0000 UTC m=+24.647658846,2024-12-11 02:26:22.807451553 +0000 UTC m=+24.712343137,64
Put,2024-12-11 02:26:22.755910636 +0000 UTC m=+24.660802179,2024-12-11 02:26:22.812208178 +0000 UTC m=+24.717099762,56
Put,2024-12-11 02:26:22.763468344 +0000 UTC m=+24.668359929,2024-12-11 02:26:22.820600803 +0000 UTC m=+24.725492387,57
Put,2024-12-11 02:26:22.768450469 +0000 UTC m=+24.673342054,2024-12-11 02:26:22.831699428 +0000 UTC m=+24.736591012,63
Get,2024-12-11 02:26:22.771503011 +0000 UTC m=+24.676394554,2024-12-11 02:26:22.833099219 +0000 UTC m=+24.737990804,61
Put,2024-12-11 02:26:22.783892678 +0000 UTC m=+24.688784262,2024-12-11 02:26:22.858405719 +0000 UTC m=+24.763297262,74
Put,2024-12-11 02:26:22.812212844 +0000 UTC m=+24.717104387,2024-12-11 02:26:22.869418261 +0000 UTC m=+24.774309804,57
Put,2024-12-11 02:26:22.807456219 +0000 UTC m=+24.712347762,2024-12-11 02:26:22.874637469 +0000 UTC m=+24.779529012,67
Put,2024-12-11 02:26:22.820607261 +0000 UTC m=+24.725498846,2024-12-11 02:26:22.879463303 +0000 UTC m=+24.784354887,58
Put,2024-12-11 02:26:22.831702844 +0000 UTC m=+24.736594387,2024-12-11 02:26:22.894665886 +0000 UTC m=+24.799557471,62
Put,2024-12-11 02:26:22.833280803 +0000 UTC m=+24.738172762,2024-12-11 02:26:22.897490261 +0000 UTC m=+24.802381846,64
Put,2024-12-11 02:26:22.858410803 +0000 UTC m=+24.763302387,2024-12-11 02:26:22.916089761 +0000 UTC m=+24.820981346,57
Put,2024-12-11 02:26:22.869422428 +0000 UTC m=+24.774314012,2024-12-11 02:26:22.929036261 +0000 UTC m=+24.833927846,59
Put,2024-12-11 02:26:22.874641178 +0000 UTC m=+24.779532762,2024-12-11 02:26:22.934596344 +0000 UTC m=+24.839487929,59
Get,2024-12-11 02:26:22.879466136 +0000 UTC m=+24.784357721,2024-12-11 02:26:22.941944844 +0000 UTC m=+24.846836387,62
Put,2024-12-11 02:26:22.894670678 +0000 UTC m=+24.799562221,2024-12-11 02:26:22.955440719 +0000 UTC m=+24.860332304,60
Put,2024-12-11 02:26:22.897492928 +0000 UTC m=+24.802384471,2024-12-11 02:26:22.960898761 +0000 UTC m=+24.865790346,63
Get,2024-12-11 02:26:22.916093594 +0000 UTC m=+24.820985179,2024-12-11 02:26:22.981899594 +0000 UTC m=+24.886791179,65
Put,2024-12-11 02:26:22.934600386 +0000 UTC m=+24.839491971,2024-12-11 02:26:22.997703636 +0000 UTC m=+24.902595221,63
Put,2024-12-11 02:26:22.929040678 +0000 UTC m=+24.833932221,2024-12-11 02:26:23.003605469 +0000 UTC m=+24.908497054,74
Get,2024-12-11 02:26:22.941948636 +0000 UTC m=+24.846840221,2024-12-11 02:26:23.005025719 +0000 UTC m=+24.909917304,63
Put,2024-12-11 02:26:22.955444303 +0000 UTC m=+24.860335887,2024-12-11 02:26:23.015416928 +0000 UTC m=+24.920308471,59
Get,2024-12-11 02:26:22.960902844 +0000 UTC m=+24.865794429,2024-12-11 02:26:23.026533719 +0000 UTC m=+24.931425262,65
Put,2024-12-11 02:26:22.981904428 +0000 UTC m=+24.886795971,2024-12-11 02:26:23.044230261 +0000 UTC m=+24.949121804,62
Get,2024-12-11 02:26:23.003609469 +0000 UTC m=+24.908501054,2024-12-11 02:26:23.076758344 +0000 UTC m=+24.981649929,73
Get,2024-12-11 02:26:23.005028636 +0000 UTC m=+24.909920221,2024-12-11 02:26:23.079362761 +0000 UTC m=+24.984254346,74
Put,2024-12-11 02:26:22.997709678 +0000 UTC m=+24.902601262,2024-12-11 02:26:23.079712761 +0000 UTC m=+24.984604304,82
Put,2024-12-11 02:26:23.015420636 +0000 UTC m=+24.920312221,2024-12-11 02:26:23.080216844 +0000 UTC m=+24.985108387,64
Put,2024-12-11 02:26:23.026539886 +0000 UTC m=+24.931431429,2024-12-11 02:26:23.083049011 +0000 UTC m=+24.987940596,56
Get,2024-12-11 02:26:23.044234344 +0000 UTC m=+24.949125929,2024-12-11 02:26:23.094905344 +0000 UTC m=+24.999796887,50
Get,2024-12-11 02:26:23.083052469 +0000 UTC m=+24.987944054,2024-12-11 02:26:23.147336928 +0000 UTC m=+25.052228512,64
Put,2024-12-11 02:26:23.076767094 +0000 UTC m=+24.981658679,2024-12-11 02:26:23.168805094 +0000 UTC m=+25.073696679,92
Put,2024-12-11 02:26:23.079367469 +0000 UTC m=+24.984259012,2024-12-11 02:26:23.192008094 +0000 UTC m=+25.096899679,112
Get,2024-12-11 02:26:23.080218886 +0000 UTC m=+24.985110471,2024-12-11 02:26:23.193481553 +0000 UTC m=+25.098373137,113
Put,2024-12-11 02:26:23.079715844 +0000 UTC m=+24.984607387,2024-12-11 02:26:23.193765344 +0000 UTC m=+25.098656929,114
Put,2024-12-11 02:26:23.094909803 +0000 UTC m=+24.999801387,2024-12-11 02:26:23.202122386 +0000 UTC m=+25.107013929,107
Put,2024-12-11 02:26:23.147349969 +0000 UTC m=+25.052241554,2024-12-11 02:26:23.251786428 +0000 UTC m=+25.156678012,104
Put,2024-12-11 02:26:23.168820678 +0000 UTC m=+25.073712262,2024-12-11 02:26:23.259143178 +0000 UTC m=+25.164034721,90
Put,2024-12-11 02:26:23.193486594 +0000 UTC m=+25.098378179,2024-12-11 02:26:23.259744969 +0000 UTC m=+25.164636554,66
Get,2024-12-11 02:26:23.192012386 +0000 UTC m=+25.096903929,2024-12-11 02:26:23.259942219 +0000 UTC m=+25.164833804,67
Put,2024-12-11 02:26:23.193767428 +0000 UTC m=+25.098658971,2024-12-11 02:26:23.262577678 +0000 UTC m=+25.167469262,68
Get,2024-12-11 02:26:23.202126303 +0000 UTC m=+25.107017846,2024-12-11 02:26:23.268608261 +0000 UTC m=+25.173499846,66
Put,2024-12-11 02:26:23.259149094 +0000 UTC m=+25.164040637,2024-12-11 02:26:23.316027303 +0000 UTC m=+25.220918887,56
Get,2024-12-11 02:26:23.251792553 +0000 UTC m=+25.156684137,2024-12-11 02:26:23.319715344 +0000 UTC m=+25.224606929,67
Put,2024-12-11 02:26:23.259944344 +0000 UTC m=+25.164835887,2024-12-11 02:26:23.332399219 +0000 UTC m=+25.237290804,72
Get,2024-12-11 02:26:23.259875011 +0000 UTC m=+25.164766679,2024-12-11 02:26:23.336547678 +0000 UTC m=+25.241439221,76
Put,2024-12-11 02:26:23.262579511 +0000 UTC m=+25.167471096,2024-12-11 02:26:23.337346428 +0000 UTC m=+25.242238012,74
Put,2024-12-11 02:26:23.268617344 +0000 UTC m=+25.173508929,2024-12-11 02:26:23.339825761 +0000 UTC m=+25.244717346,71
Get,2024-12-11 02:26:23.319801928 +0000 UTC m=+25.224693512,2024-12-11 02:26:23.357611053 +0000 UTC m=+25.262502637,37
Put,2024-12-11 02:26:23.316032053 +0000 UTC m=+25.220923596,2024-12-11 02:26:23.372446761 +0000 UTC m=+25.277338346,56
Get,2024-12-11 02:26:23.332404803 +0000 UTC m=+25.237296387,2024-12-11 02:26:23.385421261 +0000 UTC m=+25.290312846,53
Put,2024-12-11 02:26:23.339828011 +0000 UTC m=+25.244719596,2024-12-11 02:26:23.413538386 +0000 UTC m=+25.318429971,73
Put,2024-12-11 02:26:23.336551594 +0000 UTC m=+25.241443179,2024-12-11 02:26:23.415449845 +0000 UTC m=+25.320341429,78
Put,2024-12-11 02:26:23.337348303 +0000 UTC m=+25.242239887,2024-12-11 02:26:23.420353386 +0000 UTC m=+25.325244971,83
Put,2024-12-11 02:26:23.357617428 +0000 UTC m=+25.262508971,2024-12-11 02:26:23.424827928 +0000 UTC m=+25.329719513,67
Put,2024-12-11 02:26:23.372452053 +0000 UTC m=+25.277343596,2024-12-11 02:26:23.442261386 +0000 UTC m=+25.347152971,69
Put,2024-12-11 02:26:23.385426011 +0000 UTC m=+25.290317596,2024-12-11 02:26:23.458452095 +0000 UTC m=+25.363343679,73
Put,2024-12-11 02:26:23.420356386 +0000 UTC m=+25.325247971,2024-12-11 02:26:23.483653595 +0000 UTC m=+25.388545179,63
Put,2024-12-11 02:26:23.415452761 +0000 UTC m=+25.320344346,2024-12-11 02:26:23.48370972 +0000 UTC m=+25.388601263,68
Put,2024-12-11 02:26:23.424830261 +0000 UTC m=+25.329721804,2024-12-11 02:26:23.486477345 +0000 UTC m=+25.391368929,61
Put,2024-12-11 02:26:23.413543178 +0000 UTC m=+25.318434763,2024-12-11 02:26:23.488683595 +0000 UTC m=+25.393575138,75
Put,2024-12-11 02:26:23.44226522 +0000 UTC m=+25.347156804,2024-12-11 02:26:23.501271761 +0000 UTC m=+25.406163346,59
Put,2024-12-11 02:26:23.483711178 +0000 UTC m=+25.388602763,2024-12-11 02:26:23.54630922 +0000 UTC m=+25.451200804,62
Put,2024-12-11 02:26:23.483660011 +0000 UTC m=+25.388551596,2024-12-11 02:26:23.549223636 +0000 UTC m=+25.454115179,65
Put,2024-12-11 02:26:23.486481386 +0000 UTC m=+25.391372971,2024-12-11 02:26:23.550489011 +0000 UTC m=+25.455380554,64
Put,2024-12-11 02:26:23.48868672 +0000 UTC m=+25.393578263,2024-12-11 02:26:23.552984261 +0000 UTC m=+25.457875804,64
Put,2024-12-11 02:26:23.459349428 +0000 UTC m=+25.364240971,2024-12-11 02:26:23.55527697 +0000 UTC m=+25.460168513,95
Put,2024-12-11 02:26:23.501278636 +0000 UTC m=+25.406170179,2024-12-11 02:26:23.556619386 +0000 UTC m=+25.461510929,55
Get,2024-12-11 02:26:23.549227428 +0000 UTC m=+25.454118971,2024-12-11 02:26:23.597755511 +0000 UTC m=+25.502647054,48
Put,2024-12-11 02:26:23.546313053 +0000 UTC m=+25.451204638,2024-12-11 02:26:23.59946122 +0000 UTC m=+25.504352804,53
Put,2024-12-11 02:26:23.550491053 +0000 UTC m=+25.455382596,2024-12-11 02:26:23.602627761 +0000 UTC m=+25.507519346,52
Get,2024-12-11 02:26:23.555280011 +0000 UTC m=+25.460171554,2024-12-11 02:26:23.604812136 +0000 UTC m=+25.509703679,49
Put,2024-12-11 02:26:23.552986678 +0000 UTC m=+25.457878221,2024-12-11 02:26:23.610718678 +0000 UTC m=+25.515610221,57
Put,2024-12-11 02:26:23.556621261 +0000 UTC m=+25.461512846,2024-12-11 02:26:23.61150297 +0000 UTC m=+25.516394513,54
Get,2024-12-11 02:26:23.599464428 +0000 UTC m=+25.504355971,2024-12-11 02:26:23.651447886 +0000 UTC m=+25.556339429,51
Get,2024-12-11 02:26:23.597763136 +0000 UTC m=+25.502654679,2024-12-11 02:26:23.662336845 +0000 UTC m=+25.567228429,64
Put,2024-12-11 02:26:23.602632345 +0000 UTC m=+25.507523888,2024-12-11 02:26:23.663866303 +0000 UTC m=+25.568757888,61
Put,2024-12-11 02:26:23.604815511 +0000 UTC m=+25.509707096,2024-12-11 02:26:23.669465928 +0000 UTC m=+25.574357471,64
Put,2024-12-11 02:26:23.610721428 +0000 UTC m=+25.515612971,2024-12-11 02:26:23.670657636 +0000 UTC m=+25.575549179,59
Get,2024-12-11 02:26:23.611612803 +0000 UTC m=+25.516504429,2024-12-11 02:26:23.676436386 +0000 UTC m=+25.581327971,64
Put,2024-12-11 02:26:23.66386947 +0000 UTC m=+25.568761054,2024-12-11 02:26:23.728013886 +0000 UTC m=+25.632905429,64
Put,2024-12-11 02:26:23.662341595 +0000 UTC m=+25.567233138,2024-12-11 02:26:23.731225595 +0000 UTC m=+25.636117138,68
Get,2024-12-11 02:26:23.65145347 +0000 UTC m=+25.556345013,2024-12-11 02:26:23.73659147 +0000 UTC m=+25.641483054,85
Put,2024-12-11 02:26:23.669470386 +0000 UTC m=+25.574361971,2024-12-11 02:26:23.738515511 +0000 UTC m=+25.643407096,69
Put,2024-12-11 02:26:23.67643872 +0000 UTC m=+25.581330304,2024-12-11 02:26:23.74039547 +0000 UTC m=+25.645287013,63
Put,2024-12-11 02:26:23.670659636 +0000 UTC m=+25.575551221,2024-12-11 02:26:23.74920822 +0000 UTC m=+25.654099763,78
Put,2024-12-11 02:26:23.736598636 +0000 UTC m=+25.641490221,2024-12-11 02:26:23.796546011 +0000 UTC m=+25.701437596,59
Put,2024-12-11 02:26:23.72801722 +0000 UTC m=+25.632908804,2024-12-11 02:26:23.79797122 +0000 UTC m=+25.702862763,69
Put,2024-12-11 02:26:23.731230678 +0000 UTC m=+25.636122263,2024-12-11 02:26:23.80079647 +0000 UTC m=+25.705688013,69
Put,2024-12-11 02:26:23.740397886 +0000 UTC m=+25.645289471,2024-12-11 02:26:23.804461553 +0000 UTC m=+25.709353138,64
Get,2024-12-11 02:26:23.749212636 +0000 UTC m=+25.654104221,2024-12-11 02:26:23.809262553 +0000 UTC m=+25.714154138,60
Put,2024-12-11 02:26:23.738517886 +0000 UTC m=+25.643409471,2024-12-11 02:26:23.811778595 +0000 UTC m=+25.716670138,73
Put,2024-12-11 02:26:23.804464136 +0000 UTC m=+25.709355721,2024-12-11 02:26:23.865793261 +0000 UTC m=+25.770684846,61
Put,2024-12-11 02:26:23.796551261 +0000 UTC m=+25.701442804,2024-12-11 02:26:23.868408928 +0000 UTC m=+25.773300471,71
Put,2024-12-11 02:26:23.800800386 +0000 UTC m=+25.705691971,2024-12-11 02:26:23.86996972 +0000 UTC m=+25.774861304,69
Get,2024-12-11 02:26:23.797974303 +0000 UTC m=+25.702865846,2024-12-11 02:26:23.870852428 +0000 UTC m=+25.775743971,72
Put,2024-12-11 02:26:23.81178172 +0000 UTC m=+25.716673263,2024-12-11 02:26:23.880447761 +0000 UTC m=+25.785339346,68
Put,2024-12-11 02:26:23.809266011 +0000 UTC m=+25.714157554,2024-12-11 02:26:23.888419136 +0000 UTC m=+25.793310679,79
Get,2024-12-11 02:26:23.86579972 +0000 UTC m=+25.770691304,2024-12-11 02:26:23.913414178 +0000 UTC m=+25.818305721,47
Put,2024-12-11 02:26:23.869972761 +0000 UTC m=+25.774864346,2024-12-11 02:26:23.939200928 +0000 UTC m=+25.844092471,69
Put,2024-12-11 02:26:23.870854136 +0000 UTC m=+25.775745721,2024-12-11 02:26:23.943139303 +0000 UTC m=+25.848030888,72
Get,2024-12-11 02:26:23.880450886 +0000 UTC m=+25.785342471,2024-12-11 02:26:23.943249928 +0000 UTC m=+25.848141513,62
Get,2024-12-11 02:26:23.868412303 +0000 UTC m=+25.773303846,2024-12-11 02:26:23.943335136 +0000 UTC m=+25.848226721,74
Put,2024-12-11 02:26:23.888421761 +0000 UTC m=+25.793313346,2024-12-11 02:26:23.950412636 +0000 UTC m=+25.855304179,61
Get,2024-12-11 02:26:23.939206636 +0000 UTC m=+25.844098179,2024-12-11 02:26:23.987318511 +0000 UTC m=+25.892210096,48
Get,2024-12-11 02:26:23.913418636 +0000 UTC m=+25.818310221,2024-12-11 02:26:23.988480845 +0000 UTC m=+25.893372429,75
Get,2024-12-11 02:26:23.943336178 +0000 UTC m=+25.848227763,2024-12-11 02:26:23.999606011 +0000 UTC m=+25.904497596,56
Put,2024-12-11 02:26:23.943143595 +0000 UTC m=+25.848035138,2024-12-11 02:26:24.004020136 +0000 UTC m=+25.908911679,60
Put,2024-12-11 02:26:23.943251345 +0000 UTC m=+25.848142888,2024-12-11 02:26:24.010163595 +0000 UTC m=+25.915055138,66
Put,2024-12-11 02:26:23.95041572 +0000 UTC m=+25.855307304,2024-12-11 02:26:24.012449011 +0000 UTC m=+25.917340554,62
Put,2024-12-11 02:26:23.987323678 +0000 UTC m=+25.892215263,2024-12-11 02:26:24.056429053 +0000 UTC m=+25.961320596,69
Put,2024-12-11 02:26:23.99961072 +0000 UTC m=+25.904502263,2024-12-11 02:26:24.061156303 +0000 UTC m=+25.966047888,61
Get,2024-12-11 02:26:23.988483761 +0000 UTC m=+25.893375346,2024-12-11 02:26:24.061165011 +0000 UTC m=+25.966056554,72
Put,2024-12-11 02:26:24.010166428 +0000 UTC m=+25.915057971,2024-12-11 02:26:24.06631097 +0000 UTC m=+25.971202554,56
